"table_schema","table_name","table_type","ordinal_position","column_name","data_type","character_maximum_length","numeric_precision","numeric_scale","is_nullable","column_default","column_comment"
"raw","sage_chart_of_accounts","BASE TABLE",8,"account_sub_type","text",NULL,NULL,NULL,"YES",NULL,"Sous-type derive du prefixe du compte: BANQUE, CAISSE, ATTENTE, FOURNISSEUR, CLIENT, CHARGES_EXCEPTIONNELLES, etc."
"raw","sage_chart_of_accounts","BASE TABLE",9,"is_active","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",10,"is_sensitive","boolean",NULL,NULL,NULL,"YES",NULL,"Heuristique audit: comptes courants associes, comptes attente, charges exceptionnelles, dotations, regularisations, frais represent."
"raw","sage_chart_of_accounts","BASE TABLE",11,"is_suspense_account","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",12,"is_regularization_account","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",13,"is_bank_account","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",14,"is_cash_account","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",15,"is_third_party_account","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",16,"requires_third_party","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",17,"requires_attachment","boolean",NULL,NULL,NULL,"YES",NULL,"NULL par defaut (non natif Sage). A parametrer cote analytics selon politique interne."
"raw","sage_chart_of_accounts","BASE TABLE",18,"normal_balance","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",19,"balance_sense_code","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",20,"account_currency","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",21,"vat_managed","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",22,"vat_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",23,"lettering_managed","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",24,"centralized","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",25,"balance_update","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",26,"exchange_diff_managed","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",27,"gain_loss_managed","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",28,"sub_account","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",29,"sub_third_party","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",30,"validity_start_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",31,"validity_end_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",32,"created_by_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",33,"created_by_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",34,"created_at_src","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",35,"created_at_src_ts","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",36,"updated_by_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",37,"updated_by_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",38,"updated_at_src","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",39,"updated_at_src_ts","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",40,"modif_recente_indicator","text",NULL,NULL,NULL,"YES",NULL,"CRITIQUE audit: MODIF_RECENTE si plan comptable modifie dans les 30 derniers jours (le plan doit etre stable)."
"raw","sage_chart_of_accounts","BASE TABLE",41,"task_separation_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",42,"days_since_creation","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",43,"days_since_modification","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",44,"pole_id","text",NULL,NULL,NULL,"YES","'default-pole'::text",NULL
"raw","sage_chart_of_accounts","BASE TABLE",45,"batch_id","text",NULL,NULL,NULL,"NO",NULL,NULL
"raw","sage_chart_of_accounts","BASE TABLE",46,"ingested_at","timestamp with time zone",NULL,NULL,NULL,"YES","now()",NULL
"raw","sage_chart_of_accounts","BASE TABLE",47,"updated_at","timestamp with time zone",NULL,NULL,NULL,"YES","now()",NULL
"raw","sage_customer_invoices","BASE TABLE",1,"invoice_number","text",NULL,NULL,NULL,"NO",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",2,"invoice_subtype_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",3,"invoice_type_code","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",4,"invoice_type_label","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",5,"direction_flag","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",6,"direction_label","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",7,"origin_module","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",8,"invoice_category","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",9,"journal_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",10,"customer_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",11,"customer_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",12,"customer_name_invoice","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",13,"customer_category","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",14,"collective_account","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",15,"payer_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",16,"payer_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",17,"factor_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",18,"sales_rep_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",19,"customer_tax_number","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",20,"customer_fiscal_matricule","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",21,"customer_credit_limit","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",22,"customer_outstanding_control","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",23,"invoice_address_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",24,"invoice_addr_line1","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",25,"invoice_addr_line2","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",26,"invoice_zip","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",27,"invoice_city","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",28,"invoice_country_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",29,"invoice_country_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",30,"invoice_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",31,"bp_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",32,"start_due_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",33,"first_due_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",34,"last_due_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",35,"due_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",36,"last_payment_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",37,"vat_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",38,"rate_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",39,"fiscal_year","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",40,"fiscal_period","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",41,"service_start_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",42,"service_end_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",43,"currency","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",44,"amount_ht_currency","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",45,"amount_ttc_currency","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",46,"amount_ht","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",47,"amount_ht_local","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",48,"amount_ttc","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",49,"amount_ttc_local","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",50,"tax_amount","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",51,"tax_base","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",52,"tax_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",53,"taxes_count","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",54,"exchange_rate_mult","numeric",NULL,20,8,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",55,"exchange_rate_div","numeric",NULL,20,8,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",56,"due_lines_count","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",57,"due_total_currency","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",58,"due_total_local","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",59,"amount_paid_currency","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",60,"amount_paid","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",61,"amount_paid_local","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",62,"outstanding_amount_currency","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",63,"outstanding_amount","numeric",NULL,20,4,"YES",NULL,"Solde restant calcule depuis GACCDUDATE: SUM(AMTLOC - PAYLOC). NULL si aucune ligne d'echeancier."
"raw","sage_customer_invoices","BASE TABLE",64,"outstanding_amount_local","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",65,"paid_percent","numeric",NULL,8,2,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",66,"payment_terms_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",67,"due_status_max_code","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",68,"due_status_max","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",69,"due_status_min_code","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",70,"due_status_min","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",71,"dunning_flag","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",72,"dunning_level","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",73,"last_dunning_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",74,"status_code","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",75,"status_base","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",76,"cancellation_code","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",77,"cancellation","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",78,"correction_method","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",79,"report_status","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",80,"payment_status","text",NULL,NULL,NULL,"YES",NULL,"Statut derive: PAYEE / PARTIELLEMENT_PAYEE / NON_PAYEE / ANNULEE / AVOIR. Couvre la spec validee/annulee/payee/partielle."
"raw","sage_customer_invoices","BASE TABLE",81,"status","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",82,"bp_voucher","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",83,"invoice_num_ref","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",84,"billing_voucher","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",85,"factor_voucher","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",86,"origin_doc_number","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",87,"sequence_number","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",88,"bp_registration_number","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",89,"mandate_number","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",90,"project_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",91,"sales_order_number","text",NULL,NULL,NULL,"YES",NULL,"NULL au niveau bridge. Necessite jointure SINVOICED (lignes facture) qui multiplierait les enregistrements - bridge dedie si besoin."
"raw","sage_customer_invoices","BASE TABLE",92,"delivery_number","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",93,"drive_document_url","text",NULL,NULL,NULL,"YES",NULL,"Champ applicatif Trix-e. NON alimente par le bridge n8n. Reserve pour ecriture par l app (URL Drive justificatif)."
"raw","sage_customer_invoices","BASE TABLE",94,"has_attachment","boolean",NULL,NULL,NULL,"YES",NULL,"Champ applicatif Trix-e. NON alimente par le bridge n8n."
"raw","sage_customer_invoices","BASE TABLE",95,"created_by_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",96,"created_by_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",97,"created_at_src","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",98,"created_at_src_ts","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",99,"updated_by_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",100,"updated_by_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",101,"updated_at_src","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",102,"updated_at_src_ts","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",103,"is_overdue","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",104,"days_overdue","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",105,"aging_bucket","text",NULL,NULL,NULL,"YES",NULL,"Balance agee: NON_ECHUE / 0_30 / 31_60 / 61_90 / 91_180 / 181_365 / PLUS_365 / PAYEE."
"raw","sage_customer_invoices","BASE TABLE",106,"creance_longue_indicator","text",NULL,NULL,NULL,"YES",NULL,"CRITIQUE audit: CREANCE_LONGUE (>90j) / CREANCE_ANCIENNE (>180j) / CREANCE_DOUTEUSE (>365j). NULL si payee ou non echue."
"raw","sage_customer_invoices","BASE TABLE",107,"coherence_montants_indicator","text",NULL,NULL,NULL,"YES",NULL,"Verification: AMTATIL = SUM(GACCDUDATE.AMTLOC). ECART_SIGNIFICATIF si difference > 1% du TTC."
"raw","sage_customer_invoices","BASE TABLE",108,"modif_post_creation_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",109,"task_separation_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",110,"days_since_invoice","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",111,"days_since_creation","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",112,"days_since_modification","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",113,"pole_id","text",NULL,NULL,NULL,"YES","'default-pole'::text",NULL
"raw","sage_customer_invoices","BASE TABLE",114,"batch_id","text",NULL,NULL,NULL,"NO",NULL,NULL
"raw","sage_customer_invoices","BASE TABLE",115,"ingested_at","timestamp with time zone",NULL,NULL,NULL,"YES","now()",NULL
"raw","sage_customer_invoices","BASE TABLE",116,"updated_at","timestamp with time zone",NULL,NULL,NULL,"YES","now()",NULL
"raw","sage_customer_receipts","BASE TABLE",1,"receipt_number","text",NULL,NULL,NULL,"NO",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",2,"company_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",3,"site_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",4,"payment_type_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",5,"payment_mode_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",6,"payment_method","text",NULL,NULL,NULL,"YES",NULL,"Derive de bank_type_code + payment_mode_code: BANQUE / CAISSE / CHEQUE / VIREMENT / CARTE / ESPECES / AUTRE."
"raw","sage_customer_receipts","BASE TABLE",7,"customer_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",8,"customer_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",9,"customer_category","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",10,"collective_account","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",11,"payer_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",12,"customer_tax_number","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",13,"customer_fiscal_matricule","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",14,"customer_credit_limit","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",15,"bank_account_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",16,"bank_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",17,"bank_type_code","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",18,"bank_country_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",19,"bank_bic","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",20,"currency","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",21,"amount","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",22,"amount_currency","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",23,"amount_bank","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",24,"exchange_rate","numeric",NULL,20,8,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",25,"allocated_amount","numeric",NULL,20,4,"YES",NULL,"Somme allouee aux factures depuis PAYMENTD.AMTLIN2_0. NULL si aucune allocation."
"raw","sage_customer_receipts","BASE TABLE",26,"unallocated_amount","numeric",NULL,20,4,"YES",NULL,"Calcule: amount - allocated_amount. Positif = encaissement non affecte. Negatif = client crediteur."
"raw","sage_customer_receipts","BASE TABLE",27,"allocations_total_currency","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",28,"allocations_total_local","numeric",NULL,20,4,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",29,"receipt_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",30,"bank_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",31,"value_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",32,"due_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",33,"settlement_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",34,"fiscal_year","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",35,"fiscal_period","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",36,"description","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",37,"external_reference","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",38,"settlement_voucher","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",39,"check_type_code","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",40,"check_bank_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",41,"check_number","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",42,"card_number_masked","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",43,"card_type","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",44,"allocations_count","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",45,"linked_invoices_count","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",46,"linked_invoice_number","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",47,"linked_invoice_numbers","jsonb",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",48,"linked_invoice_types","jsonb",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",49,"matching_status","text",NULL,NULL,NULL,"YES",NULL,"Statut lettrage (CRITIQUE audit): LETTRE / PARTIELLEMENT_LETTRE / NON_LETTRE / EXCEDENTAIRE."
"raw","sage_customer_receipts","BASE TABLE",50,"is_fully_matched","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",51,"is_partially_matched","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",52,"is_unmatched","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",53,"status_code","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",54,"status_label","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",55,"posting_status_code","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",56,"bank_validation_flag","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",57,"approval_flag","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",58,"approval_user_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",59,"approval_user_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",60,"approval_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",61,"reconciled","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",62,"reconciliation_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",63,"reconciliation_lines","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",64,"has_attachment","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",65,"has_external_reference","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",66,"has_check","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_customer_receipts","BASE TABLE",67,"has_linked_invoice","boolean",NULL,NULL,NULL,"YES",NULL,NULL
