"table_schema","table_name","table_type","ordinal_position","column_name","data_type","character_maximum_length","numeric_precision","numeric_scale","is_nullable","column_default","column_comment"
"analytics","cash_accounts","VIEW",1,"cash_account_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",2,"cash_label","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",3,"cash_short_label","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",4,"gl_account_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",5,"gl_account_label","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",6,"gl_account_class","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",7,"chart_of_accounts","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",8,"responsible_user_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",9,"responsible_user_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",10,"current_balance","numeric",NULL,20,4,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",11,"opening_balance","numeric",NULL,20,4,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",12,"currency","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",13,"is_active","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",14,"company_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",15,"site_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",16,"company_account_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",17,"created_by_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",18,"created_by_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",19,"created_at","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",20,"last_modified_by_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",21,"last_modified_by_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",22,"last_modified_at","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",23,"modif_recente_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",24,"task_separation_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",25,"days_since_creation","integer",NULL,32,0,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",26,"days_since_modification","integer",NULL,32,0,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",27,"pole_id","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",28,"batch_id","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",29,"ingested_at","timestamp with time zone",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","cash_accounts","VIEW",30,"updated_at","timestamp with time zone",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",1,"advance_id","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",2,"source_id","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",3,"advance_type","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",4,"advance_subtype","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",5,"third_party_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",6,"third_party_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",7,"third_party_category","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",8,"advance_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",9,"fiscal_year","integer",NULL,32,0,"YES",NULL,NULL
"analytics","sage_advances","VIEW",10,"fiscal_period","integer",NULL,32,0,"YES",NULL,NULL
"analytics","sage_advances","VIEW",11,"currency","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",12,"amount","numeric",NULL,20,4,"YES",NULL,NULL
"analytics","sage_advances","VIEW",13,"regularized_amount","numeric",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",14,"outstanding_amount","numeric",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",15,"regularized_percent","numeric",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",16,"age_days","integer",NULL,32,0,"YES",NULL,NULL
"analytics","sage_advances","VIEW",17,"age_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",18,"status","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",19,"regularization_status","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",20,"responsible","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",21,"responsible_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",22,"validated_by","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",23,"has_attachment","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",24,"drive_document_url","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",25,"payment_method","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",26,"related_document","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",27,"site_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",28,"company_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",29,"payment_account","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",30,"reference","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",31,"task_separation","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",32,"plafond_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",33,"justification_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",34,"source_batch_id","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",35,"source_ingested_at","timestamp with time zone",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_advances","VIEW",36,"pole_id","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",1,"audit_id","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",2,"table_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",3,"record_id","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",4,"record_label","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",5,"action_type","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",6,"field_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",7,"old_value","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",8,"new_value","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",9,"action_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",10,"action_by_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",11,"action_by_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",12,"source_module","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",13,"related_account","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",14,"related_third_party","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",15,"amount","numeric",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",16,"currency","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",17,"risk_flag","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",18,"source_batch_id","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_audit_trail","VIEW",19,"pole_id","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",1,"suspense_id","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",2,"document_number","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",3,"line_number","integer",NULL,32,0,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",4,"document_type_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",5,"journal_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",6,"journal_label","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",7,"account_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",8,"account_label","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",9,"suspense_category","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",10,"entry_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",11,"accounting_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",12,"validation_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",13,"due_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",14,"fiscal_year","integer",NULL,32,0,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",15,"fiscal_period","integer",NULL,32,0,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",16,"description","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",17,"line_description","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",18,"header_description","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",19,"reference","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",20,"third_party_document_ref","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",21,"third_party_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",22,"third_party_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",23,"currency","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",24,"debit_amount","numeric",NULL,20,4,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",25,"credit_amount","numeric",NULL,20,4,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",26,"balance_amount","numeric",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",27,"local_amount","numeric",NULL,20,4,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",28,"amount_currency","numeric",NULL,20,4,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",29,"group_balance_amount","numeric",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",30,"group_lines_count","bigint",NULL,64,0,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",31,"group_first_entry_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",32,"age_days","integer",NULL,32,0,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",33,"age_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",34,"regularization_status","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",35,"status","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",36,"attente_30j_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",37,"attente_90j_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",38,"montant_important_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",39,"libelle_vague_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",40,"absence_responsable_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",41,"absence_justificatif_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",42,"modif_post_validation_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",43,"task_separation_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",44,"entry_mode_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",45,"reversal_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",46,"round_amount_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",47,"responsible_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",48,"responsible","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",49,"updated_by_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",50,"updated_by_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",51,"drive_document_url","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",52,"has_attachment","boolean",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",53,"company_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",54,"site_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",55,"source_module_code","integer",NULL,32,0,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",56,"source_module_label","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",57,"validation_status_code","integer",NULL,32,0,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",58,"validation_status_label","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",59,"source_batch_id","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",60,"source_ingested_at","timestamp with time zone",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_suspense_accounts","VIEW",61,"pole_id","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",1,"declaration_id","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",2,"declaration_period","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",3,"tax_type","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",4,"tax_subtype","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",5,"tax_account_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",6,"tax_account_label","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",7,"nb_lines","bigint",NULL,64,0,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",8,"nb_entries","bigint",NULL,64,0,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",9,"nb_third_parties","bigint",NULL,64,0,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",10,"nb_invoices","bigint",NULL,64,0,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",11,"calculated_base_sage","numeric",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",12,"calculated_tax_sage","numeric",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",13,"taux_moyen_calcule","numeric",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",14,"declared_base","numeric",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",15,"declared_tax","numeric",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",16,"difference_amount","numeric",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",17,"difference_percent","numeric",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",18,"declaration_status","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",19,"validated_by","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",20,"validation_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",21,"nb_sans_facture","bigint",NULL,64,0,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",22,"nb_manuelles","bigint",NULL,64,0,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",23,"nb_taux_incoherents","bigint",NULL,64,0,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",24,"nb_base_suspect","bigint",NULL,64,0,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",25,"nb_periode_anomalie","bigint",NULL,64,0,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",26,"quality_facture_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",27,"quality_saisie_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",28,"quality_taux_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",29,"first_entry_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",30,"last_entry_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",31,"currency","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",32,"company_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",33,"site_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",34,"first_ingested_at","timestamp with time zone",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",35,"last_ingested_at","timestamp with time zone",NULL,NULL,NULL,"YES",NULL,NULL
"analytics","sage_tax_declarations","VIEW",36,"source_batch_ids","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",1,"document_id","text",NULL,NULL,NULL,"NO",NULL,"PK applicatif. UUID ou hash. Doit etre unique et stable."
"raw","drive_documents_index","BASE TABLE",2,"drive_file_id","text",NULL,NULL,NULL,"YES",NULL,"ID Google Drive. Unique. Permet la synchronisation incrementale."
"raw","drive_documents_index","BASE TABLE",3,"drive_folder_id","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",4,"drive_folder_url","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",5,"document_url","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",6,"download_url","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",7,"thumbnail_url","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",8,"file_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",9,"file_extension","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",10,"mime_type","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",11,"file_size_bytes","bigint",NULL,64,0,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",12,"file_hash","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",13,"document_type","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",14,"document_subtype","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",15,"source_module","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",16,"linked_document_number","text",NULL,NULL,NULL,"YES",NULL,"Numero de piece Sage rattachee (NUM_0). Permet jointure avec sage_supplier_invoices, sage_customer_receipts, sage_accounting_entries, etc."
"raw","drive_documents_index","BASE TABLE",17,"linked_document_type","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",18,"linked_entry_number","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",19,"linked_invoice_number","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",20,"linked_payment_number","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",21,"linked_third_party","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",22,"linked_third_party_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",23,"linked_amount","numeric",NULL,20,4,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",24,"linked_currency","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",25,"linked_document_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",26,"scan_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",27,"upload_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",28,"uploaded_by_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",29,"uploaded_by_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",30,"upload_source","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",31,"document_status","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",32,"validation_status","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",33,"validation_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",34,"validated_by_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",35,"validated_by_name","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",36,"rejection_reason","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",37,"ocr_status","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",38,"ocr_text","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",39,"ocr_confidence_score","numeric",NULL,5,2,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",40,"ocr_extracted_data","jsonb",NULL,NULL,NULL,"YES",NULL,"Donnees structurees extraites par OCR : { ""amount"": 12345.67, ""invoice_number"": ""FA0001"", ""vendor_name"": ""..."", ""invoice_date"": ""2026-01-15"" }"
"raw","drive_documents_index","BASE TABLE",41,"ocr_processed_at","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",42,"is_orphan_indicator","text",NULL,NULL,NULL,"YES",NULL,"CRITIQUE audit : DOCUMENT_NON_RATTACHE si aucun lien vers entite Sage (linked_entry_number, linked_invoice_number, linked_payment_number tous NULL)"
"raw","drive_documents_index","BASE TABLE",43,"quality_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",44,"age_indicator","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",45,"pole_id","text",NULL,NULL,NULL,"YES","'default-pole'::text",NULL
"raw","drive_documents_index","BASE TABLE",46,"company_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",47,"site_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",48,"tags","jsonb",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",49,"notes","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",50,"batch_id","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","drive_documents_index","BASE TABLE",51,"ingested_at","timestamp with time zone",NULL,NULL,NULL,"YES","now()",NULL
"raw","drive_documents_index","BASE TABLE",52,"updated_at","timestamp with time zone",NULL,NULL,NULL,"YES","now()",NULL
"raw","sage_accounting_entries","BASE TABLE",1,"entry_line_id","text",NULL,NULL,NULL,"NO",NULL,"Identifiant unique ligne. Format: {document_type_code}-{entry_number}-{line_number}"
"raw","sage_accounting_entries","BASE TABLE",2,"entry_number","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_accounting_entries","BASE TABLE",3,"line_number","integer",NULL,32,0,"YES",NULL,NULL
"raw","sage_accounting_entries","BASE TABLE",4,"document_type_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_accounting_entries","BASE TABLE",5,"company_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_accounting_entries","BASE TABLE",6,"site_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_accounting_entries","BASE TABLE",7,"journal_code","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_accounting_entries","BASE TABLE",8,"journal_label","text",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_accounting_entries","BASE TABLE",9,"accounting_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_accounting_entries","BASE TABLE",10,"entry_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_accounting_entries","BASE TABLE",11,"validation_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_accounting_entries","BASE TABLE",12,"due_date","timestamp without time zone",NULL,NULL,NULL,"YES",NULL,NULL
"raw","sage_accounting_entries","BASE TABLE",13,"fiscal_year","integer",NULL,32,0,"YES",NULL,NULL
